source1_entity_id	matched_entity_ids
S1-748364403	S2-106086808,S2-10614934,S2-106729812,S2-10879849,S2-112268759,S2-116264783,S2-118402682,S2-118424076,S2-125636143,S2-127364553,S2-135900905,S2-141033760,S2-141312768,S2-143699404,S2-151258904,S2-151893848,S2-15480768,S2-165762859,S2-167178795,S2-167656058,S2-189607630,S2-190514921,S2-192032583,S2-19616330,S2-196644981,S2-210139688,S2-211360429,S2-212804687,S2-214774703,S2-218647689,S2-219028266,S2-225640089,S2-226042256,S2-231160586,S2-241678705,S2-245211041,S2-255075153,S2-25960167,S2-265641080,S2-27130804,S2-274998213,S2-281157747,S2-291294235,S2-291360762,S2-298563771,S2-303473462,S2-312084389,S2-314506681,S2-315697965,S2-322239048,S2-33353570,S2-340295812,S2-363464403,S2-367419317,S2-387160313,S2-38982901,S2-403097971,S2-405768279,S2-40796010,S2-415884925,S2-427928700,S2-428309385,S2-428497546,S2-429832529,S2-436175202,S2-452445818,S2-458457493,S2-464702128,S2-473210093,S2-474650226,S2-481227149,S2-483542093,S2-485399320,S2-511188067,S2-514401082,S2-521785445,S2-525424869,S2-535588891,S2-538867791,S2-541625183,S2-542077103,S2-551966130,S2-562817866,S2-570842259,S2-571849235,S2-57274147,S2-573296540,S2-582008234,S2-584225984,S2-585949216,S2-58640130,S2-603869291,S2-613542572,S2-616176147,S2-626305715,S2-628945529,S2-631296397,S2-631997355,S2-632130705,S2-632171567,S2-633383009,S2-637473265,S2-640675466,S2-642034235,S2-644778871,S2-656255672,S2-670367786,S2-671840935,S2-680395482,S2-691153746,S2-697876076,S2-720829043,S2-722765207,S2-72327568,S2-737701395,S2-73969120,S2-753549195,S2-756264345,S2-761912078,S2-765639763,S2-769034168,S2-771222080,S2-772563321,S2-776481024,S2-779981244,S2-783336041,S2-784194000,S2-792362413,S2-792608996,S2-794773138,S2-798854096,S2-813516658,S2-820178133,S2-820703970,S2-825100217,S2-8366407,S2-841238827,S2-850544105,S2-851833601,S2-853642497,S2-855044116,S2-85638469,S2-859210720,S2-859827307,S2-86528212,S2-865655126,S2-875566293,S2-878307034,S2-891352720,S2-891777918,S2-89246392,S2-899838458,S2-907670412,S2-90787007,S2-911609949,S2-925387755,S2-926340748,S2-932276148,S2-954058222,S2-958866906,S2-967484529,S2-968947180,S2-981362374,S2-983567602,S2-988421894,S2-992148468,S2-993241065,S3-110903487,S3-111600938,S3-11412960,S3-123585837,S3-130902491,S3-132532863,S3-145544293,S3-158134469,S3-175616236,S3-176376697,S3-183938237,S3-185590026,S3-187526689,S3-192474458,S3-198104672,S3-198366040,S3-199986890,S3-201111896,S3-208626844,S3-215592800,S3-224428337,S3-224839554,S3-228857087,S3-234516115,S3-238213623,S3-239933066,S3-241664846,S3-244484776,S3-248162259,S3-257237144,S3-266914701,S3-267899039,S3-270487414,S3-276943811,S3-287550859,S3-290926130,S3-297145261,S3-303097441,S3-308293169,S3-310518866,S3-311503927,S3-313218338,S3-318801747,S3-33381851,S3-337685866,S3-338940988,S3-339099103,S3-34709014,S3-348020621,S3-350851147,S3-355249853,S3-355553997,S3-361629300,S3-372551829,S3-379761960,S3-380454831,S3-383874550,S3-387134912,S3-414115347,S3-418930295,S3-420571800,S3-427316225,S3-429142818,S3-429161918,S3-43533414,S3-444196751,S3-445502241,S3-458451916,S3-458963892,S3-463754252,S3-479680207,S3-481952771,S3-483310669,S3-491637359,S3-513489664,S3-528090522,S3-543255270,S3-54746675,S3-548181228,S3-554353115,S3-556552897,S3-581938806,S3-584319290,S3-592810031,S3-600181094,S3-615970848,S3-623710978,S3-624117993,S3-633984731,S3-649195519,S3-65523498,S3-660219888,S3-660516057,S3-667710678,S3-685786223,S3-699135903,S3-701301050,S3-705032180,S3-70512447,S3-711222350,S3-71188718,S3-714530278,S3-717569002,S3-722327785,S3-730218924,S3-749230093,S3-755784894,S3-765923574,S3-766283611,S3-777142326,S3-782067304,S3-783640847,S3-783690671,S3-791209187,S3-794763084,S3-79744840,S3-803129659,S3-804944426,S3-809594606,S3-825340551,S3-832786802,S3-832918360,S3-834166358,S3-836456487,S3-849044195,S3-851633757,S3-855431270,S3-860609768,S3-863132871,S3-864371143,S3-871163499,S3-872545734,S3-882422437,S3-884171372,S3-884609959,S3-910685491,S3-914186976,S3-921183057,S3-926341248,S3-934983029,S3-936390214,S3-945369813,S3-94765311,S3-955012708,S3-965598094,S3-978535361,S3-980963940,S3-98198731,S3-986820881,S3-992078741
S1-622557613	
S1-155027115	
S1-417074218	S2-704044038,S2-793741811,S2-985383588,S3-218077216,S3-27087976,S3-354523128,S3-491434447,S3-663680510,S3-679919209,S3-692420130,S3-993935556
S1-63975497	S3-272084888
S1-122492157	S2-171467783,S2-215359906,S2-627886894,S3-6745639,S3-909543033
S1-483281264	
S1-140525226	S3-968874840
S1-616755144	S2-137364740,S2-139524915,S2-155684628,S2-161591308,S2-181420483,S2-202903059,S2-236755256,S2-251238808,S2-267518440,S2-308644224,S2-313243230,S2-316361052,S2-376342044,S2-381716677,S2-39512525,S2-40557437,S2-407773083,S2-413305830,S2-415026219,S2-433290966,S2-487580676,S2-489321246,S2-500904340,S2-508536333,S2-542758035,S2-545725043,S2-547317854,S2-565971042,S2-571175080,S2-576224610,S2-590947927,S2-643312561,S2-670479800,S2-681918248,S2-705210234,S2-710387888,S2-712136057,S2-740225005,S2-756226249,S2-762291385,S2-766832324,S2-776860691,S2-779074654,S2-793003519,S2-796110086,S2-808644518,S2-816541986,S2-825087427,S2-840717263,S2-862775716,S2-889936587,S2-908661509,S2-90907626,S2-93136055,S2-938030705,S2-938930043,S2-943291184,S2-98982833,S3-103362776,S3-105322482,S3-112291475,S3-113039445,S3-113117616,S3-134892573,S3-134924268,S3-137951806,S3-154872741,S3-163527979,S3-186722660,S3-198023627,S3-199494369,S3-213525427,S3-224966909,S3-239158500,S3-261426706,S3-26688757,S3-272062211,S3-306944624,S3-323876923,S3-328330417,S3-334278583,S3-378439461,S3-388035252,S3-389359956,S3-399259488,S3-417366298,S3-437252919,S3-438892522,S3-439415269,S3-450680035,S3-463076427,S3-512789922,S3-516900972,S3-539603931,S3-555480082,S3-573360746,S3-601457304,S3-613815982,S3-641400296,S3-653145437,S3-658643722,S3-675648038,S3-68398399,S3-686022359,S3-728687208,S3-747554917,S3-749212709,S3-77427850,S3-779844215,S3-783313380,S3-804957669,S3-820252526,S3-839252208,S3-839305391,S3-849181108,S3-852912939,S3-862254475,S3-877539736,S3-960310640,S3-969537644,S3-972451585
S1-527727380	S3-764524412
S1-387694500	S2-154411307,S2-174387552,S3-109057836,S3-773871527,S3-869316720,S3-909785792,S3-934608101
S1-664267481	
S1-798970125	S2-253395504,S3-640319656
S1-840279529	
S1-624514617	S3-158328543
S1-557783855	S2-582700680,S3-136036808,S3-170302200,S3-388446593,S3-51341744,S3-527248159,S3-571364772,S3-63579854,S3-827164248
S1-187558029	S2-104416055,S2-284188939,S2-313482559,S2-380358125,S2-544354907,S2-550512578,S2-662732491,S2-685871358,S2-687927497,S2-748456528,S2-836093560,S2-83792737,S2-909810408,S2-954987621,S3-164816690,S3-169019472,S3-229064429,S3-2425197,S3-45623660,S3-49836278,S3-538756184,S3-545928828,S3-594730476,S3-602322382,S3-71175437,S3-791243160,S3-867552832,S3-91493832,S3-969063565
S1-737635669	S2-114890688,S3-465835526,S3-795079897
S1-499566732	
S1-669754446	
S1-356319224	S2-129675582,S2-157755469,S2-159663090,S2-160638098,S2-168814754,S2-171001772,S2-175754028,S2-189452226,S2-201364982,S2-219309623,S2-255426727,S2-258487160,S2-286704626,S2-293340145,S2-294836189,S2-298175908,S2-29830450,S2-305280163,S2-316294001,S2-37213800,S2-391943962,S2-393259602,S2-403734081,S2-40634499,S2-408233415,S2-414847560,S2-42439460,S2-434376860,S2-435170686,S2-454990661,S2-494766634,S2-517246937,S2-529665566,S2-54825273,S2-551502833,S2-608703616,S2-608929184,S2-625824699,S2-633760579,S2-638361571,S2-6660607,S2-693898767,S2-69996430,S2-705583365,S2-726193863,S2-733086943,S2-737725843,S2-739754705,S2-739798502,S2-746306857,S2-753343506,S2-75432467,S2-78088571,S2-796379432,S2-835183890,S2-846937172,S2-858712799,S2-880364894,S2-88703135,S2-892480644,S2-899279235,S2-936298762,S2-964605703,S2-975292954,S2-98270198,S2-996014636,S2-996388564,S3-111004574,S3-115853377,S3-143254565,S3-156746749,S3-162871742,S3-190234551,S3-191089014,S3-194987068,S3-202042181,S3-219319881,S3-225969369,S3-231374064,S3-245015357,S3-257653921,S3-276775250,S3-278762346,S3-29434015,S3-302183769,S3-304767884,S3-345296336,S3-346797115,S3-349918926,S3-368806582,S3-371044706,S3-377929415,S3-385761419,S3-388377066,S3-391982603,S3-418453371,S3-423924760,S3-433790387,S3-438752854,S3-448031232,S3-452198499,S3-462029696,S3-503430681,S3-508722155,S3-543856877,S3-550134789,S3-554540835,S3-673802877,S3-67445545,S3-676529474,S3-698466781,S3-706364004,S3-741776146,S3-744977988,S3-746235732,S3-749760459,S3-759611800,S3-768408269,S3-778518322,S3-781325168,S3-798599339,S3-801577452,S3-810532183,S3-826454275,S3-890680105,S3-893372784,S3-901102054,S3-904416098,S3-909411105,S3-951498035,S3-984796274,S3-985923482
S1-176550551	S3-74577378
S1-551688195	
S1-698189395	
S1-116737194	
S1-136894582	
S1-342754370	S2-185366343,S2-589548802,S2-872621989,S3-109574892,S3-236085421,S3-515942681,S3-546640236,S3-723838499,S3-890668606,S3-897327370
S1-567349457	S2-29491130,S2-497723326,S2-663233549,S2-696277035,S2-718654668,S3-486788739,S3-565190357,S3-637608200,S3-688824692,S3-948728875,S3-950721795
S1-468339122	S2-818289538
S1-615455408	S2-41001596,S2-579204842
S1-971115873	S2-52896949
S1-260530670	S2-958874359
S1-848777360	
S1-705961596	
S1-685073108	
S1-974991176	S2-673040435
S1-297525707	S2-693075819,S2-842834434,S2-892805778,S3-10106799,S3-180003275,S3-384369879,S3-481545167,S3-632940287
S1-764937251	S3-779286395
S1-915022305	S2-133425472,S2-194936804,S2-250464487,S2-304958036,S2-336247021,S2-338311773,S2-350175740,S2-381024709,S2-410187650,S2-471228705,S2-476656564,S2-493762367,S2-508592991,S2-509539809,S2-517923766,S2-559312334,S2-573275165,S2-585103315,S2-605795912,S2-648226994,S2-651563508,S2-657644794,S2-665650200,S2-671955060,S2-702874840,S2-726454636,S2-744834435,S2-832844757,S2-867499074,S2-916180404,S2-929071720,S2-978841419,S2-998032106,S3-106314036,S3-152550817,S3-181024636,S3-188448200,S3-208889684,S3-254424084,S3-262525713,S3-26503814,S3-274645693,S3-316469623,S3-321382871,S3-323490053,S3-358172584,S3-364817285,S3-492747241,S3-504835197,S3-509322162,S3-528469948,S3-554423707,S3-584602284,S3-592276968,S3-620251942,S3-656401882,S3-659578486,S3-695642565,S3-702231882,S3-723495975,S3-740277238,S3-815920860,S3-857635425,S3-901108766,S3-915713564,S3-963236376,S3-971210972,S3-973627280,S3-991029886
S1-16609748	
S1-281051556	S2-717396610,S2-92381673,S3-41844222
S1-231271132	
S1-536948776	S2-769315859
S1-241686597	S3-623309888
S1-684505968	
S1-835425265	
S1-580966525	
S1-945468839	
S1-386654734	S2-186159524,S2-376883607,S2-496224610,S2-912866463,S3-654673334,S3-721007033,S3-970629212,S3-98933429
S1-579617619	S2-110953805,S2-128442723,S2-193468776,S2-216329752,S2-217466621,S2-307706467,S2-327176494,S2-36806750,S2-419974646,S2-431390654,S2-435445475,S2-509794852,S2-526071353,S2-545864839,S2-546081558,S2-553296506,S2-578795274,S2-583461247,S2-605197961,S2-658328832,S2-665995798,S2-67807623,S2-721316408,S2-743067331,S2-753433036,S2-773142696,S2-774143573,S2-783177864,S2-8086686,S2-831042025,S2-858952625,S2-86804384,S2-918702553,S2-927405730,S2-933105377,S2-943660665,S2-95024174,S2-964735224,S2-990873020,S2-993855494,S3-10652360,S3-125457927,S3-150270128,S3-168648616,S3-174170099,S3-17887971,S3-184619318,S3-207890524,S3-263567680,S3-268850183,S3-269380127,S3-291602812,S3-372113118,S3-452522771,S3-454999802,S3-458660729,S3-460460732,S3-481919647,S3-515622172,S3-533701592,S3-563915578,S3-615854837,S3-618624202,S3-643677707,S3-663812866,S3-666033563,S3-723805429,S3-724744380,S3-756243267,S3-760377374,S3-788307630,S3-841785939,S3-888523633,S3-9011027,S3-976564464,S3-981313538
S1-896836973	S2-650996664
S1-881770296	S2-148111338,S2-199609370,S2-206780116,S2-223728135,S2-250742275,S2-254930985,S2-26286663,S2-276990141,S2-308933103,S2-346405275,S2-361411674,S2-363415591,S2-365368896,S2-395002888,S2-43836290,S2-465841137,S2-549253779,S2-59510784,S2-749130225,S2-777903256,S2-78278456,S2-785124841,S2-792042873,S2-901772792,S2-920394672,S3-114127970,S3-115386446,S3-140813307,S3-239665565,S3-243194714,S3-274225796,S3-291272886,S3-29844386,S3-312373766,S3-345654330,S3-380219757,S3-403656998,S3-428336147,S3-438937095,S3-444835781,S3-457585593,S3-524934815,S3-6074742,S3-624622492,S3-669183806,S3-705393318,S3-72203824,S3-734662895,S3-793808975,S3-846557243,S3-885325477,S3-902695687,S3-985557124
S1-504059078	S3-475719743
S1-828917180	S3-652476965,S3-667380767
S1-973233920	S3-159133847
S1-451892808	S2-895956833
S1-919867800	S3-466110031,S3-6154731
S1-769172378	
S1-223621109	S2-782053769,S3-268100002,S3-472753034,S3-601665653,S3-956714066
S1-983652708	S2-265523806
S1-904479856	
S1-783021266	
S1-259452306	S2-448342228
S1-926958422	S2-480015962,S2-912057973,S3-710318619
S1-19593330	S3-823204576
S1-929809097	
S1-253986331	S2-989397932
S1-336167025	
S1-761585587	
S1-576153543	
S1-948336320	
S1-109460220	
S1-699955992	
S1-881535873	S3-235111026
S1-420936510	
S1-928237806	
S1-602775749	S2-872504799
S1-166601186	S2-117463374,S2-150828274,S2-186267525,S2-230607760,S2-25536296,S2-255540866,S2-268271366,S2-306045968,S2-344880316,S2-419211264,S2-439985340,S2-457228401,S2-462409058,S2-465036440,S2-488014779,S2-507802070,S2-516064120,S2-526629009,S2-554214146,S2-582094612,S2-596624148,S2-615126873,S2-617371208,S2-638358424,S2-643837028,S2-672967429,S2-747520536,S2-753021758,S2-760359908,S2-762852124,S2-765629999,S2-797261132,S2-849574235,S2-854510014,S2-859322156,S2-915612152,S2-933046511,S2-933471443,S2-958192068,S2-966243831,S2-970941535,S2-990477705,S3-100952796,S3-14086014,S3-357870440,S3-376229880,S3-383349133,S3-400430173,S3-411172069,S3-443519623,S3-443775594,S3-464669355,S3-478254896,S3-505218378,S3-505454784,S3-509477368,S3-551551836,S3-55331618,S3-575120273,S3-580231403,S3-653325916,S3-67245775,S3-769703695,S3-806726837,S3-813170659,S3-816203520,S3-84533556,S3-999441383
S1-139532667	S2-463164496
S1-391248994	S3-529728882
S1-217259238	S2-437860296,S2-817515442,S3-474463057,S3-633654169
S1-363414052	S2-12187,S2-133575529,S2-134863393,S2-160148359,S2-439648984,S2-486972146,S2-516795736,S2-559623141,S2-669343208,S2-81791437,S2-937538266,S3-237364220,S3-294315345,S3-333616965,S3-581270278,S3-72192172,S3-770904135,S3-808449185,S3-885929326,S3-889250377
S1-719919136	
S1-75134768	S2-561576326,S2-588582510,S2-657955474,S3-405145558,S3-418024737,S3-490663971,S3-544704937,S3-65991224,S3-739127435
S1-174758675	
S1-124712855	S2-889040389
S1-305403960	S3-339655171,S3-423544366,S3-815172147,S3-915456667
S1-615738219	
S1-925443249	
S1-635349757	
S1-300609714	
S1-743936349	S2-576715951
S1-94297591	S2-104406063,S2-25899819,S2-860643201,S3-148799897,S3-439143687,S3-815780246
S1-817802155	
S1-369711048	S2-114110522,S3-233375643
S1-501296085	
S1-967153211	
S1-300031623	S3-235512216,S3-695562762
S1-98579303	S2-166678001,S2-485676726,S2-727247663,S3-111192508,S3-214125023,S3-265855455,S3-527226423
S1-576857452	S2-185576777,S2-396772494,S2-750231698,S2-9254424,S3-319571521,S3-350564964,S3-681261888,S3-95941904
S1-121839562	S2-23421026,S2-264976198,S2-813584879,S3-42114892,S3-964587936
S1-79772943	S2-599596078
S1-694085192	S2-114138550,S2-123520872,S2-138670124,S2-138749299,S2-163973191,S2-174257914,S2-214014592,S2-250149557,S2-285119802,S2-287670855,S2-290666292,S2-304510293,S2-304618293,S2-331663789,S2-33862223,S2-345619195,S2-399419154,S2-405904845,S2-417808937,S2-424239568,S2-431896805,S2-448746485,S2-482620814,S2-52207419,S2-645565632,S2-670280805,S2-682072329,S2-689335555,S2-749310505,S2-75229071,S2-76881232,S2-794660602,S2-797205838,S2-830051141,S2-834709050,S2-843234707,S2-863740428,S2-887312863,S2-887425861,S2-909457674,S2-920270871,S2-922220010,S2-939668034,S2-944950015,S2-950235777,S2-950306280,S2-969901604,S2-983259228,S3-119362470,S3-120954348,S3-127549954,S3-210120205,S3-219940694,S3-268565198,S3-276372926,S3-294070174,S3-38487246,S3-405212202,S3-421859474,S3-433643630,S3-450544623,S3-457617498,S3-482135768,S3-491575190,S3-520918326,S3-52908401,S3-53989125,S3-549371505,S3-559032662,S3-576860885,S3-600236453,S3-604602214,S3-636313426,S3-65673966,S3-670315253,S3-670474284,S3-675618735,S3-687888817,S3-701426727,S3-730392808,S3-749021549,S3-760422614,S3-776802984,S3-812435389,S3-833384027,S3-889334557,S3-906584391,S3-911410897,S3-91713593,S3-922426597,S3-929893331,S3-943840125,S3-974798068
S1-525055772	S2-180757993,S2-224435813,S2-25172308,S2-293203584,S2-342480969,S2-377242212,S2-409595438,S2-525209751,S2-528157836,S2-548529966,S2-731705138,S2-735663191,S2-80725584,S2-848442696,S2-855857353,S2-880689802,S2-89135350,S2-897531792,S3-147658668,S3-228351584,S3-239870605,S3-257359794,S3-283602928,S3-288976292,S3-301480376,S3-314016442,S3-340365280,S3-415950559,S3-424918500,S3-425504874,S3-552779593,S3-5689591,S3-586625869,S3-596072608,S3-608789638,S3-644737958,S3-715826978,S3-800260837,S3-866440901,S3-874765374,S3-925193755,S3-935921800
S1-376690332	
S1-219548536	
S1-410701476	S2-95757467
S1-862338675	S3-489874367
S1-448345019	S2-24322829,S3-18174377,S3-410515172,S3-601602845,S3-864669761
S1-883829621	S3-691381884
S1-153055996	S3-376486220,S3-546006411,S3-877194530
S1-252433119	
S1-324674388	
S1-638466806	
S1-827102573	S2-69779611,S3-348052580
S1-989439466	
S1-3732976	S2-614982018,S3-277876534,S3-498272021
S1-31205819	S2-96055929,S3-579140349
S1-895771779	S2-10530587,S2-111076430,S2-111713480,S2-128144920,S2-155370097,S2-155903412,S2-165552284,S2-174257749,S2-196215137,S2-301601986,S2-324237595,S2-335574698,S2-370670553,S2-373920361,S2-416359473,S2-452017697,S2-458605355,S2-476781700,S2-492913012,S2-548158554,S2-570559486,S2-577932997,S2-588262803,S2-616555649,S2-629960077,S2-630619484,S2-67349779,S2-694879431,S2-728604107,S2-826197374,S2-850158478,S2-867330361,S2-870899908,S2-910426491,S2-922573378,S2-959728745,S2-978943009,S2-983294369,S2-983490472,S3-100123280,S3-10550618,S3-113579178,S3-12077546,S3-127978424,S3-137627065,S3-151461298,S3-161806836,S3-259890783,S3-279993571,S3-38606084,S3-446750323,S3-488807639,S3-515481893,S3-544995073,S3-565616082,S3-573451373,S3-603170808,S3-672608793,S3-808904704,S3-867821160,S3-910367127,S3-932412386,S3-942737394,S3-950463753,S3-954677764,S3-973347735,S3-98063596
S1-29354465	
S1-772189406	S3-357418127
S1-872627167	S3-71834999,S3-964657775
S1-173906255	
S1-566012078	S3-910121252
S1-610266870	S3-419001180,S3-623605406,S3-966245023
S1-506810298	S2-269571963
S1-162806244	S3-737408373
S1-50643392	
S1-395813861	
S1-652331096	S2-399580400,S2-736204246,S3-314696286,S3-807882229
S1-436985273	S2-10552490,S2-109419039,S2-111921642,S2-139704560,S2-140437885,S2-150739399,S2-158175258,S2-160202557,S2-191857241,S2-201638666,S2-214368452,S2-222916995,S2-223048692,S2-225610470,S2-279195008,S2-284559046,S2-32529430,S2-332728446,S2-341783580,S2-425912998,S2-45591536,S2-462731399,S2-473179137,S2-474604837,S2-511347619,S2-525993488,S2-52895161,S2-537915590,S2-541183516,S2-57234689,S2-575048107,S2-624941939,S2-632940489,S2-678489065,S2-718863857,S2-751766260,S2-780481569,S2-782997330,S2-784571361,S2-785388887,S2-802679154,S2-802763719,S2-820765680,S2-826648601,S2-830057058,S2-882236905,S2-937415581,S2-962074325,S2-963410930,S2-999458945,S3-100661493,S3-118366161,S3-191949266,S3-199593312,S3-212697919,S3-219453554,S3-219819255,S3-222391300,S3-257577007,S3-280175896,S3-280351741,S3-289098350,S3-296395702,S3-312890863,S3-339706332,S3-368644162,S3-373413264,S3-398525109,S3-410700283,S3-504441009,S3-515856905,S3-548505333,S3-581884147,S3-592135096,S3-675960162,S3-719127020,S3-727864574,S3-779582593,S3-803982956,S3-804023458,S3-868992891,S3-875479791,S3-879717527,S3-904606845,S3-914630313,S3-924563187,S3-943804567,S3-952315708,S3-960286773,S3-989111107,S3-994783878
S1-336308856	
S1-459696014	S2-402592657,S2-427059301,S3-34083922,S3-593576362,S3-617296199
S1-169008536	S2-262413931,S2-449378868,S2-49289052,S2-779728347,S3-184186680,S3-187753480,S3-290774323
S1-128347375	
S1-493363382	S3-943728
S1-457935815	
S1-924009686	S3-871457701
S1-820394674	
S1-116247627	
S1-409451774	S2-312667314
S1-270844042	S2-757963510
S1-165891282	
S1-49032225	S2-188809826,S2-191039347,S2-224281806,S2-286238,S2-522322590,S2-545672168,S2-784474091,S2-80710891,S2-934671567,S3-40499852,S3-563965977,S3-582791573,S3-682261816,S3-741175202,S3-841323391,S3-90772093,S3-971594783
S1-581797355	S3-197893491
S1-979042353	S3-360600967
S1-284710338	S2-321543680,S2-958639980,S2-989231960
S1-812886866	S2-961213841
S1-677741106	S2-474342658
S1-263481527	
S1-447103941	
S1-177375169	S3-606959953
S1-706514314	S2-165038944,S2-182563931,S2-534450951,S3-881673057
S1-352234501	S2-229544676,S3-218212591
S1-225119054	
S1-543144015	
S1-233584777	
S1-192327811	
S1-993357110	S2-102845776,S2-103360932,S2-11192193,S2-122630727,S2-132637729,S2-13419500,S2-149125927,S2-1543418,S2-160349904,S2-165176868,S2-171999103,S2-174666741,S2-181154863,S2-181235845,S2-181312685,S2-185405451,S2-189253662,S2-190027185,S2-195730452,S2-202237959,S2-202490161,S2-208228733,S2-212510546,S2-221471951,S2-232251842,S2-232487764,S2-234714639,S2-244790321,S2-246174526,S2-254157887,S2-261198690,S2-267705981,S2-281916157,S2-286272185,S2-290873573,S2-300941480,S2-31470040,S2-318364145,S2-326956218,S2-352279269,S2-372589417,S2-375271248,S2-387358649,S2-409542218,S2-418524315,S2-421233441,S2-465878555,S2-482852652,S2-485565020,S2-487678543,S2-501529708,S2-509135296,S2-522858625,S2-524214229,S2-526183471,S2-527341486,S2-546048139,S2-551983499,S2-552930776,S2-55558914,S2-559381811,S2-578160243,S2-580928669,S2-598434316,S2-616164689,S2-64018906,S2-642286640,S2-650683048,S2-662792933,S2-663815029,S2-669738940,S2-672565571,S2-686979832,S2-688614968,S2-697458559,S2-702008793,S2-711570647,S2-712455323,S2-720025416,S2-721679337,S2-73369723,S2-742471462,S2-746276588,S2-756549280,S2-78426932,S2-785913856,S2-791879751,S2-791902008,S2-797936863,S2-831896107,S2-833520466,S2-908289789,S2-909119041,S2-909710147,S2-911773924,S2-915741762,S2-92219263,S2-929952612,S2-931034294,S2-931788744,S2-935712733,S2-939801152,S2-946276027,S2-974135186,S2-974847059,S2-979096550,S2-990539678,S2-993009204,S3-103331717,S3-129362735,S3-131139989,S3-163796231,S3-164407938,S3-171339096,S3-192968985,S3-196205376,S3-201039301,S3-201675585,S3-20414276,S3-20814033,S3-213079110,S3-225977763,S3-22951380,S3-234123504,S3-238401003,S3-266170087,S3-270506204,S3-273514325,S3-277060203,S3-303712116,S3-30384344,S3-304006208,S3-309949027,S3-310143740,S3-315699311,S3-316958874,S3-320255820,S3-333907715,S3-347825224,S3-355979908,S3-366768739,S3-372709360,S3-386937353,S3-386952693,S3-409458217,S3-418872429,S3-431622562,S3-440928307,S3-446021547,S3-468566100,S3-469873560,S3-478775788,S3-48194620,S3-491506733,S3-495703830,S3-500699377,S3-510350579,S3-514564248,S3-546974478,S3-547975293,S3-551457647,S3-558870802,S3-565530752,S3-579942818,S3-581408533,S3-588884052,S3-615668885,S3-616040536,S3-62328910,S3-625555592,S3-645353521,S3-646019480,S3-647430306,S3-653540133,S3-66814902,S3-672961461,S3-717691342,S3-72649860,S3-729733600,S3-734843053,S3-753634088,S3-755365134,S3-758748733,S3-76024810,S3-765301374,S3-769064468,S3-77066575,S3-774321094,S3-784900133,S3-807285630,S3-822847522,S3-822903951,S3-846644041,S3-859217929,S3-860618494,S3-861140044,S3-878739022,S3-885715680,S3-890416391,S3-894642727,S3-91167003,S3-911866678,S3-931031127,S3-941201557,S3-947815595,S3-954655641,S3-969296610,S3-973120564,S3-981363639,S3-986150384,S3-995654374
S1-440023753	S2-868895936,S3-226050299
S1-854319024	S2-283841056,S2-39890956,S3-410782722,S3-591110510
S1-86094936	S2-136125397,S2-247406438,S2-490946837,S3-702489695,S3-888816403
